name,website,application_url,application_email,submission_type,stage_focus,industry_focus,region_focus,form_complexity,question_count_range,required_documents,notes
General Atlantic 19,https://generalatlantic19.capital,https://generalatlantic19.capital/apply,,other,"Pre-seed,Seed","Web3,Gaming,E-commerce","Asia,Global",standard,1-5,"traction_data,video",Generated sample data for testing
Warburg Pincus 17,https://warburgpincus17.io,https://warburgpincus17.io/apply,apply@warburgpincus17.io,email,"Seed,Series C","Deep tech,Fintech,Web3","Global,Europe",standard,6-10,"legal_documents,pitch_deck",
Accel Partners 25,https://accelpartners25.co,https://accelpartners25.co/apply,apply@accelpartners25.co,email,"Series A,Pre-seed","AI/ML,Fintech,Gaming","EMEA,Global",comprehensive,6-10,"financial_projections,legal_documents",
KKR & Co 18,https://kkrco18.com,https://kkrco18.com/apply,,other,"Series C,Seed","AI/ML,Healthtech,Marketplace","Global,Europe",simple,1-5,"video,financial_projections",Generated sample data for testing
Lightspeed Venture Partners 20,https://lightspeedventurepar.io,https://lightspeedventurepar.io/apply,apply@lightspeedventurepar.io,other,"Pre-seed,Seed","B2B SaaS,Gaming,Developer tools","Global,Asia",simple,11-20,"financial_projections,legal_documents",
DST Global 19,https://dstglobal19.co,https://dstglobal19.co/apply,,email,"Seed,Pre-seed","AI/ML,Healthtech,B2B SaaS","Global,Europe",comprehensive,6-10,"financial_projections,legal_documents",
Accel Partners 26,https://accelpartners26.com,https://accelpartners26.com/apply,apply@accelpartners26.com,form,"Seed,Pre-seed","AI/ML,B2B SaaS,E-commerce","Asia,Europe",standard,11-20,"business_plan,financial_projections",
Index Ventures 22,https://indexventures22.co,https://indexventures22.co/apply,,email,"Pre-seed,Series A","Fintech,AI/ML,E-commerce","Europe,Global",simple,1-5,"financial_projections,legal_documents",
Thoma Bravo 18,https://thomabravo18.com,https://thomabravo18.com/apply,,form,"Series B,Pre-seed","B2B SaaS,Developer tools,Web3","Asia,Global",standard,11-20,"business_plan,pitch_deck",Generated sample data for testing
Benchmark Capital 16,https://benchmarkcapital16.vc,https://benchmarkcapital16.vc/apply,,other,"Pre-seed,Seed","Healthtech,B2B SaaS,Consumer","Global,North America",simple,1-5,"business_plan,financial_projections",
Bessemer Venture Partners 18,https://bessemerventurepartn.vc,https://bessemerventurepartn.vc/apply,apply@bessemerventurepartn.vc,email,"Seed,Series C","Healthtech,Climate tech,E-commerce","North America,Global",standard,21+,"pitch_deck,video",Generated sample data for testing
General Catalyst 16,https://generalcatalyst16.vc,https://generalcatalyst16.vc/apply,,form,"Series B,Seed","B2B SaaS,Web3,Fintech","Europe,North America",simple,11-20,"financial_projections,pitch_deck",
General Catalyst 17,https://generalcatalyst17.io,https://generalcatalyst17.io/apply,,form,"Series C,Seed","Developer tools,Web3,B2B SaaS","Global,Europe",standard,11-20,"financial_projections,legal_documents",Generated sample data for testing
GV (Google Ventures) 19,https://gvgoogleventures19.io,https://gvgoogleventures19.io/apply,apply@gvgoogleventures19.io,email,"Seed,Series B","Healthtech,Consumer,Deep tech","Europe,North America",comprehensive,6-10,"traction_data,financial_projections",
Bessemer Venture Partners 19,https://bessemerventurepartn.com,https://bessemerventurepartn.com/apply,apply@bessemerventurepartn.com,form,"Seed,Pre-seed","E-commerce,AI/ML,Web3","Asia,North America",comprehensive,11-20,"financial_projections,business_plan",Generated sample data for testing
KKR & Co 19,https://kkrco19.capital,https://kkrco19.capital/apply,apply@kkrco19.capital,other,"Series C,Pre-seed","Climate tech,Marketplace,E-commerce","Europe,North America",simple,21+,"financial_projections,legal_documents",
Bessemer Venture Partners 20,https://bessemerventurepartn.capital,https://bessemerventurepartn.capital/apply,,email,"Pre-seed,Seed","E-commerce,Healthtech,B2B SaaS","Europe,North America",simple,21+,"video,legal_documents",
General Catalyst 18,https://generalcatalyst18.co,https://generalcatalyst18.co/apply,apply@generalcatalyst18.co,form,"Seed,Series B","Healthtech,Deep tech,Web3","Europe,North America",simple,1-5,"legal_documents,traction_data",Generated sample data for testing
Index Ventures 23,https://indexventures23.capital,https://indexventures23.capital/apply,,email,"Series A,Pre-seed","Web3,Consumer,B2B SaaS","Asia,Global",standard,6-10,"pitch_deck,video",
Intel Capital 16,https://intelcapital16.com,https://intelcapital16.com/apply,,email,"Pre-seed,Series B","B2B SaaS,E-commerce,Fintech","Global,Asia",simple,21+,"video,business_plan",
Sequoia Capital 19,https://sequoiacapital19.io,https://sequoiacapital19.io/apply,,form,"Series A,Seed","Fintech,B2B SaaS,Gaming","North America,EMEA",comprehensive,11-20,"legal_documents,traction_data",Generated sample data for testing
Tiger Global Management 22,https://tigerglobalmanagemen.capital,https://tigerglobalmanagemen.capital/apply,,email,"Series A,Pre-seed","B2B SaaS,Web3,Consumer","Asia,Global",simple,11-20,"business_plan,traction_data",
Tiger Global Management 23,https://tigerglobalmanagemen.co,https://tigerglobalmanagemen.co/apply,apply@tigerglobalmanagemen.co,other,"Pre-seed,Series B","B2B SaaS,Fintech,Gaming","Asia,Global",simple,11-20,"legal_documents,traction_data",
Index Ventures 24,https://indexventures24.com,https://indexventures24.com/apply,,email,"Series A,Series C","Consumer,B2B SaaS,Climate tech","EMEA,North America",standard,1-5,"video,business_plan",Generated sample data for testing
Vista Equity Partners 24,https://vistaequitypartners2.capital,https://vistaequitypartners2.capital/apply,apply@vistaequitypartners2.capital,form,"Pre-seed,Seed","Developer tools,E-commerce,B2B SaaS","North America,Asia",simple,11-20,"video,legal_documents",
Blackstone Growth 17,https://blackstonegrowth17.com,https://blackstonegrowth17.com/apply,apply@blackstonegrowth17.com,form,"Series B,Seed","AI/ML,Deep tech,Web3","EMEA,Europe",standard,6-10,"financial_projections,business_plan",
General Catalyst 19,https://generalcatalyst19.capital,https://generalcatalyst19.capital/apply,,other,"Series A,Pre-seed","Consumer,B2B SaaS,Fintech","Europe,North America",simple,21+,"legal_documents,video",
Salesforce Ventures 20,https://salesforceventures20.capital,https://salesforceventures20.capital/apply,,email,"Seed,Series B","B2B SaaS,Marketplace,Fintech","Global,Asia",comprehensive,21+,"legal_documents,business_plan",
Blackstone Growth 18,https://blackstonegrowth18.vc,https://blackstonegrowth18.vc/apply,,form,"Series A,Seed","E-commerce,AI/ML,Gaming","EMEA,North America",simple,6-10,"business_plan,video",
Blackstone Growth 19,https://blackstonegrowth19.co,https://blackstonegrowth19.co/apply,,email,"Pre-seed,Series A","E-commerce,Developer tools,Healthtech","Global,Asia",simple,21+,"legal_documents,business_plan",
Thoma Bravo 19,https://thomabravo19.com,https://thomabravo19.com/apply,,form,"Seed,Series B","AI/ML,B2B SaaS,E-commerce","North America,Asia",standard,21+,"traction_data,video",
Greylock Partners 17,https://greylockpartners17.com,https://greylockpartners17.com/apply,apply@greylockpartners17.com,email,"Series C,Series B","Climate tech,E-commerce,Healthtech","Europe,North America",comprehensive,6-10,"traction_data,video",
Greylock Partners 18,https://greylockpartners18.capital,https://greylockpartners18.capital/apply,,email,"Pre-seed,Series C","AI/ML,B2B SaaS,Gaming","Global,EMEA",standard,11-20,"financial_projections,pitch_deck",
General Catalyst 20,https://generalcatalyst20.com,https://generalcatalyst20.com/apply,apply@generalcatalyst20.com,other,"Series B,Series A","B2B SaaS,Fintech,Developer tools","Europe,North America",standard,11-20,"pitch_deck,business_plan",Generated sample data for testing
Silver Lake Partners 21,https://silverlakepartners21.com,https://silverlakepartners21.com/apply,apply@silverlakepartners21.com,form,"Series B,Seed","B2B SaaS,AI/ML,Web3","North America,Global",simple,21+,"traction_data,business_plan",Generated sample data for testing
GV (Google Ventures) 20,https://gvgoogleventures20.co,https://gvgoogleventures20.co/apply,apply@gvgoogleventures20.co,other,"Seed,Series A","Developer tools,Marketplace,Gaming","North America,Europe",standard,6-10,"business_plan,pitch_deck",
Andreessen Horowitz 17,https://andreessenhorowitz17.com,https://andreessenhorowitz17.com/apply,apply@andreessenhorowitz17.com,other,"Series A,Pre-seed","Marketplace,Gaming,Deep tech","North America,Asia",simple,6-10,"pitch_deck,business_plan",Generated sample data for testing
Founders Fund 17,https://foundersfund17.io,https://foundersfund17.io/apply,,other,"Series C,Pre-seed","E-commerce,Climate tech,Developer tools","Global,EMEA",simple,11-20,"video,pitch_deck",Generated sample data for testing
Union Square Ventures 17,https://unionsquareventures1.vc,https://unionsquareventures1.vc/apply,apply@unionsquareventures1.vc,email,"Pre-seed,Seed","Consumer,Fintech,Marketplace","EMEA,Global",standard,1-5,"video,business_plan",Generated sample data for testing
First Round Capital 17,https://firstroundcapital17.capital,https://firstroundcapital17.capital/apply,,email,"Series B,Seed","Developer tools,Climate tech,AI/ML","North America,Asia",simple,1-5,"pitch_deck,video",
KKR & Co 20,https://kkrco20.com,https://kkrco20.com/apply,apply@kkrco20.com,form,"Pre-seed,Series C","Gaming,E-commerce,Developer tools","EMEA,Europe",standard,21+,"traction_data,video",
Greylock Partners 19,https://greylockpartners19.co,https://greylockpartners19.co/apply,apply@greylockpartners19.co,other,"Seed,Series A","B2B SaaS,Gaming,Deep tech","North America,Global",standard,11-20,"pitch_deck,business_plan",
General Catalyst 21,https://generalcatalyst21.io,https://generalcatalyst21.io/apply,,other,"Seed,Series B","AI/ML,E-commerce,Fintech","EMEA,Asia",comprehensive,11-20,"pitch_deck,video",
Accel Partners 27,https://accelpartners27.io,https://accelpartners27.io/apply,,email,"Series A,Series B","B2B SaaS,Fintech,Web3","EMEA,North America",simple,21+,"legal_documents,business_plan",Generated sample data for testing
Greylock Partners 20,https://greylockpartners20.vc,https://greylockpartners20.vc/apply,apply@greylockpartners20.vc,form,"Series B,Series C","Developer tools,Consumer,Healthtech","North America,Europe",standard,11-20,"video,business_plan",
Andreessen Horowitz 18,https://andreessenhorowitz18.co,https://andreessenhorowitz18.co/apply,apply@andreessenhorowitz18.co,other,"Pre-seed,Seed","E-commerce,Consumer,Deep tech","Asia,Global",simple,11-20,"legal_documents,business_plan",Generated sample data for testing
GV (Google Ventures) 21,https://gvgoogleventures21.co,https://gvgoogleventures21.co/apply,,email,"Pre-seed,Series C","E-commerce,Gaming,Fintech","EMEA,Europe",simple,21+,"legal_documents,pitch_deck",
Lightspeed Venture Partners 21,https://lightspeedventurepar.capital,https://lightspeedventurepar.capital/apply,apply@lightspeedventurepar.capital,email,"Seed,Series C","Web3,E-commerce,Fintech","Europe,Global",comprehensive,11-20,"legal_documents,business_plan",Generated sample data for testing
DST Global 20,https://dstglobal20.capital,https://dstglobal20.capital/apply,apply@dstglobal20.capital,form,"Series A,Seed","E-commerce,Web3,Developer tools","Asia,EMEA",simple,21+,"pitch_deck,video",Generated sample data for testing
Bessemer Venture Partners 21,https://bessemerventurepartn.co,https://bessemerventurepartn.co/apply,apply@bessemerventurepartn.co,email,"Series A,Series B","Climate tech,E-commerce,Healthtech","Europe,Global",standard,21+,"financial_projections,business_plan",Generated sample data for testing
Vista Equity Partners 25,https://vistaequitypartners2.co,https://vistaequitypartners2.co/apply,apply@vistaequitypartners2.co,other,"Seed,Pre-seed","E-commerce,Climate tech,B2B SaaS","Europe,North America",comprehensive,6-10,"legal_documents,video",
Index Ventures 25,https://indexventures25.capital,https://indexventures25.capital/apply,apply@indexventures25.capital,other,"Series B,Seed","B2B SaaS,Fintech,Developer tools","Europe,North America",standard,21+,"pitch_deck,business_plan",
Silver Lake Partners 22,https://silverlakepartners22.vc,https://silverlakepartners22.vc/apply,,form,"Seed,Series C","B2B SaaS,Fintech,Healthtech","EMEA,Asia",standard,11-20,"legal_documents,business_plan",
Salesforce Ventures 21,https://salesforceventures21.vc,https://salesforceventures21.vc/apply,,email,"Series C,Series A","B2B SaaS,E-commerce,Marketplace","Asia,EMEA",standard,11-20,"video,pitch_deck",
Vista Equity Partners 26,https://vistaequitypartners2.co,https://vistaequitypartners2.co/apply,apply@vistaequitypartners2.co,form,"Seed,Series A","Consumer,AI/ML,B2B SaaS","Asia,North America",simple,11-20,"business_plan,pitch_deck",
Silver Lake Partners 23,https://silverlakepartners23.co,https://silverlakepartners23.co/apply,apply@silverlakepartners23.co,form,"Series B,Pre-seed","B2B SaaS,Web3,Fintech","Global,Europe",standard,21+,"video,pitch_deck",
First Round Capital 18,https://firstroundcapital18.io,https://firstroundcapital18.io/apply,apply@firstroundcapital18.io,email,"Series A,Pre-seed","Fintech,Marketplace,Consumer","Global,Europe",standard,21+,"financial_projections,business_plan",Generated sample data for testing
Salesforce Ventures 22,https://salesforceventures22.io,https://salesforceventures22.io/apply,,other,"Series A,Series C","E-commerce,B2B SaaS,Marketplace","Europe,Asia",standard,11-20,"pitch_deck,video",
Tiger Global Management 24,https://tigerglobalmanagemen.co,https://tigerglobalmanagemen.co/apply,,form,"Series A,Series B","E-commerce,AI/ML,Healthtech","Europe,Global",standard,21+,"business_plan,video",
Silver Lake Partners 24,https://silverlakepartners24.vc,https://silverlakepartners24.vc/apply,apply@silverlakepartners24.vc,other,"Series B,Seed","B2B SaaS,Consumer,Web3","Global,North America",simple,6-10,"legal_documents,video",Generated sample data for testing
Intel Capital 18,https://intelcapital18.co,https://intelcapital18.co/apply,,email,"Seed,Series B","B2B SaaS,Fintech,Consumer","Asia,Europe",comprehensive,6-10,"business_plan,video",
Thoma Bravo 20,https://thomabravo20.io,https://thomabravo20.io/apply,apply@thomabravo20.io,other,"Seed,Series B","Web3,AI/ML,Consumer","Global,North America",comprehensive,6-10,"pitch_deck,business_plan",
First Round Capital 19,https://firstroundcapital19.com,https://firstroundcapital19.com/apply,,form,"Pre-seed,Series A","Consumer,Healthtech,Gaming","Asia,North America",comprehensive,21+,"video,pitch_deck",Generated sample data for testing
Insight Partners 18,https://insightpartners18.com,https://insightpartners18.com/apply,apply@insightpartners18.com,form,"Series B,Series C","B2B SaaS,Consumer,Gaming","Europe,EMEA",simple,1-5,"financial_projections,pitch_deck",Generated sample data for testing
KKR & Co 21,https://kkrco21.com,https://kkrco21.com/apply,apply@kkrco21.com,other,"Series A,Seed","Healthtech,Developer tools,AI/ML","North America,Global",comprehensive,1-5,"legal_documents,business_plan",Generated sample data for testing
Blackstone Growth 20,https://blackstonegrowth20.capital,https://blackstonegrowth20.capital/apply,,form,"Series A,Series B","Climate tech,B2B SaaS,Fintech","Global,Europe",comprehensive,21+,"traction_data,legal_documents",Generated sample data for testing
Silver Lake Partners 25,https://silverlakepartners25.io,https://silverlakepartners25.io/apply,apply@silverlakepartners25.io,form,"Seed,Series B","Deep tech,Consumer,B2B SaaS","Europe,EMEA",simple,11-20,"business_plan,video",Generated sample data for testing
Bessemer Venture Partners 22,https://bessemerventurepartn.co,https://bessemerventurepartn.co/apply,,other,"Series B,Series A","Deep tech,Marketplace,Developer tools","North America,Europe",comprehensive,6-10,"business_plan,pitch_deck",Generated sample data for testing
KKR & Co 22,https://kkrco22.vc,https://kkrco22.vc/apply,apply@kkrco22.vc,email,"Pre-seed,Seed","Fintech,AI/ML,Gaming","North America,EMEA",simple,6-10,"pitch_deck,video",Generated sample data for testing
Blackstone Growth 21,https://blackstonegrowth21.com,https://blackstonegrowth21.com/apply,,form,"Pre-seed,Series B","AI/ML,Web3,B2B SaaS","North America,Europe",comprehensive,21+,"business_plan,video",Generated sample data for testing
Accel Partners 28,https://accelpartners28.com,https://accelpartners28.com/apply,,other,"Pre-seed,Series B","Consumer,E-commerce,Fintech","Europe,Asia",standard,11-20,"pitch_deck,business_plan",Generated sample data for testing
Intel Capital 19,https://intelcapital19.capital,https://intelcapital19.capital/apply,,other,"Series B,Pre-seed","Consumer,Healthtech,Marketplace","Asia,Global",comprehensive,11-20,"pitch_deck,business_plan",
Accel Partners 29,https://accelpartners29.capital,https://accelpartners29.capital/apply,apply@accelpartners29.capital,form,"Pre-seed,Seed","Climate tech,AI/ML,Fintech","Europe,Asia",comprehensive,21+,"pitch_deck,legal_documents",Generated sample data for testing
Advent International 18,https://adventinternational1.io,https://adventinternational1.io/apply,apply@adventinternational1.io,email,"Pre-seed,Series C","Fintech,B2B SaaS,Marketplace","Asia,North America",simple,11-20,"business_plan,pitch_deck",Generated sample data for testing
New Enterprise Associates 18,https://newenterpriseassocia.io,https://newenterpriseassocia.io/apply,,email,"Pre-seed,Seed","Deep tech,Climate tech,Healthtech","EMEA,North America",simple,21+,"business_plan,financial_projections",
Lightspeed Venture Partners 22,https://lightspeedventurepar.co,https://lightspeedventurepar.co/apply,,other,"Seed,Series A","B2B SaaS,E-commerce,Fintech","North America,Global",comprehensive,11-20,"legal_documents,video",Generated sample data for testing
Founders Fund 18,https://foundersfund18.co,https://foundersfund18.co/apply,apply@foundersfund18.co,email,"Series C,Series B","Marketplace,AI/ML,Consumer","Asia,North America",comprehensive,6-10,"business_plan,financial_projections",
GV (Google Ventures) 22,https://gvgoogleventures22.vc,https://gvgoogleventures22.vc/apply,,other,"Series B,Pre-seed","B2B SaaS,Healthtech,AI/ML","North America,Europe",standard,1-5,"video,pitch_deck",Generated sample data for testing
Tiger Global Management 25,https://tigerglobalmanagemen.vc,https://tigerglobalmanagemen.vc/apply,apply@tigerglobalmanagemen.vc,other,"Pre-seed,Series A","E-commerce,Consumer,B2B SaaS","North America,Global",comprehensive,6-10,"traction_data,business_plan",
TPG Growth 18,https://tpggrowth18.vc,https://tpggrowth18.vc/apply,,email,"Series C,Series A","Gaming,AI/ML,Web3","North America,Europe",standard,1-5,"business_plan,video",
New Enterprise Associates 19,https://newenterpriseassocia.vc,https://newenterpriseassocia.vc/apply,apply@newenterpriseassocia.vc,other,"Pre-seed,Series B","B2B SaaS,Deep tech,Fintech","North America,Europe",simple,6-10,"legal_documents,financial_projections",Generated sample data for testing
Union Square Ventures 18,https://unionsquareventures1.io,https://unionsquareventures1.io/apply,,other,"Pre-seed,Seed","B2B SaaS,Deep tech,Consumer","North America,Europe",comprehensive,1-5,"traction_data,business_plan",Generated sample data for testing
Benchmark Capital 19,https://benchmarkcapital19.vc,https://benchmarkcapital19.vc/apply,,form,"Seed,Pre-seed","AI/ML,B2B SaaS,Web3","North America,Europe",comprehensive,21+,"video,pitch_deck",Generated sample data for testing
Lightspeed Venture Partners 23,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,apply@lightspeedventurepar.com,form,"Series A,Series B","E-commerce,Deep tech,Gaming","North America,Asia",comprehensive,6-10,"legal_documents,pitch_deck",
Warburg Pincus 19,https://warburgpincus19.co,https://warburgpincus19.co/apply,apply@warburgpincus19.co,other,"Series C,Pre-seed","AI/ML,Climate tech,Fintech","North America,Global",comprehensive,21+,"pitch_deck,traction_data",Generated sample data for testing
Accel Partners 30,https://accelpartners30.capital,https://accelpartners30.capital/apply,,other,"Pre-seed,Seed","Gaming,AI/ML,Deep tech","Europe,Global",comprehensive,6-10,"traction_data,pitch_deck",Generated sample data for testing
Salesforce Ventures 23,https://salesforceventures23.io,https://salesforceventures23.io/apply,,form,"Series B,Pre-seed","Developer tools,Gaming,Deep tech","North America,Asia",comprehensive,11-20,"video,pitch_deck",
Insight Partners 19,https://insightpartners19.io,https://insightpartners19.io/apply,apply@insightpartners19.io,other,"Series A,Series B","Gaming,Fintech,E-commerce","North America,Europe",standard,11-20,"pitch_deck,business_plan",
KKR & Co 23,https://kkrco23.io,https://kkrco23.io/apply,apply@kkrco23.io,other,"Seed,Series A","Developer tools,Marketplace,B2B SaaS","Global,Europe",standard,11-20,"pitch_deck,video",
Advent International 19,https://adventinternational1.capital,https://adventinternational1.capital/apply,,other,"Pre-seed,Seed","AI/ML,B2B SaaS,E-commerce","Europe,Global",standard,1-5,"business_plan,legal_documents",
Andreessen Horowitz 19,https://andreessenhorowitz19.io,https://andreessenhorowitz19.io/apply,apply@andreessenhorowitz19.io,email,"Series B,Pre-seed","Deep tech,Consumer,B2B SaaS","Europe,Asia",comprehensive,1-5,"video,business_plan",
New Enterprise Associates 20,https://newenterpriseassocia.vc,https://newenterpriseassocia.vc/apply,,form,"Pre-seed,Series A","B2B SaaS,AI/ML,Deep tech","Global,Asia",standard,21+,"video,financial_projections",Generated sample data for testing
Intel Capital 20,https://intelcapital20.vc,https://intelcapital20.vc/apply,,other,"Series A,Series C","B2B SaaS,Marketplace,Climate tech","Asia,Global",simple,11-20,"video,pitch_deck",Generated sample data for testing
Sequoia Capital 20,https://sequoiacapital20.com,https://sequoiacapital20.com/apply,apply@sequoiacapital20.com,other,"Seed,Series A","Consumer,Gaming,B2B SaaS","Europe,North America",comprehensive,11-20,"business_plan,pitch_deck",Generated sample data for testing
General Atlantic 20,https://generalatlantic20.io,https://generalatlantic20.io/apply,,form,"Pre-seed,Seed","Gaming,AI/ML,Marketplace","Global,North America",comprehensive,11-20,"traction_data,pitch_deck",
Sequoia Capital 21,https://sequoiacapital21.co,https://sequoiacapital21.co/apply,,email,"Series A,Seed","E-commerce,Gaming,Climate tech","Europe,North America",standard,11-20,"financial_projections,video",
Greylock Partners 21,https://greylockpartners21.io,https://greylockpartners21.io/apply,,email,"Series A,Seed","Consumer,B2B SaaS,Web3","Europe,North America",simple,6-10,"business_plan,financial_projections",
Kleiner Perkins 19,https://kleinerperkins19.capital,https://kleinerperkins19.capital/apply,apply@kleinerperkins19.capital,email,"Seed,Pre-seed","Deep tech,B2B SaaS,Climate tech","Asia,North America",comprehensive,21+,"pitch_deck,financial_projections",Generated sample data for testing
Founders Fund 19,https://foundersfund19.co,https://foundersfund19.co/apply,apply@foundersfund19.co,form,"Pre-seed,Seed","B2B SaaS,AI/ML,Developer tools","Global,Europe",simple,21+,"pitch_deck,legal_documents",
New Enterprise Associates 21,https://newenterpriseassocia.capital,https://newenterpriseassocia.capital/apply,,other,"Seed,Pre-seed","Healthtech,AI/ML,Gaming","North America,EMEA",simple,21+,"pitch_deck,traction_data",
Sequoia Capital 22,https://sequoiacapital22.capital,https://sequoiacapital22.capital/apply,apply@sequoiacapital22.capital,email,"Pre-seed,Seed","Consumer,Climate tech,B2B SaaS","Global,North America",simple,21+,"pitch_deck,business_plan",
DST Global 21,https://dstglobal21.capital,https://dstglobal21.capital/apply,apply@dstglobal21.capital,email,"Series A,Seed","Gaming,Deep tech,B2B SaaS","EMEA,Global",simple,6-10,"video,business_plan",Generated sample data for testing
Salesforce Ventures 24,https://salesforceventures24.com,https://salesforceventures24.com/apply,apply@salesforceventures24.com,form,"Series B,Seed","Consumer,B2B SaaS,E-commerce","Asia,Europe",standard,6-10,"video,pitch_deck",Generated sample data for testing
Founders Fund 20,https://foundersfund20.capital,https://foundersfund20.capital/apply,apply@foundersfund20.capital,email,"Pre-seed,Series C","Deep tech,B2B SaaS,Marketplace","Global,Europe",comprehensive,6-10,"pitch_deck,business_plan",
New Enterprise Associates 22,https://newenterpriseassocia.capital,https://newenterpriseassocia.capital/apply,apply@newenterpriseassocia.capital,other,"Series C,Series A","B2B SaaS,Fintech,Gaming","Europe,North America",simple,21+,"video,pitch_deck",Generated sample data for testing
Index Ventures 26,https://indexventures26.capital,https://indexventures26.capital/apply,,other,"Series A,Pre-seed","B2B SaaS,Fintech,E-commerce","Global,Asia",standard,21+,"financial_projections,pitch_deck",
Blackstone Growth 22,https://blackstonegrowth22.capital,https://blackstonegrowth22.capital/apply,,email,"Pre-seed,Series C","Climate tech,B2B SaaS,Fintech","Asia,Global",standard,11-20,"video,pitch_deck",
General Atlantic 21,https://generalatlantic21.vc,https://generalatlantic21.vc/apply,,email,"Series B,Pre-seed","Fintech,E-commerce,Developer tools","Asia,Global",comprehensive,11-20,"video,legal_documents",
SoftBank Vision Fund 19,https://softbankvisionfund19.capital,https://softbankvisionfund19.capital/apply,apply@softbankvisionfund19.capital,form,"Pre-seed,Seed","B2B SaaS,Gaming,Developer tools","Asia,EMEA",standard,11-20,"video,legal_documents",Generated sample data for testing
Blackstone Growth 23,https://blackstonegrowth23.vc,https://blackstonegrowth23.vc/apply,apply@blackstonegrowth23.vc,other,"Pre-seed,Series C","Gaming,B2B SaaS,Consumer","EMEA,Asia",simple,1-5,"video,financial_projections",Generated sample data for testing
Andreessen Horowitz 20,https://andreessenhorowitz20.vc,https://andreessenhorowitz20.vc/apply,apply@andreessenhorowitz20.vc,form,"Seed,Series C","AI/ML,Deep tech,E-commerce","Asia,Europe",simple,11-20,"video,pitch_deck",Generated sample data for testing
General Atlantic 22,https://generalatlantic22.capital,https://generalatlantic22.capital/apply,apply@generalatlantic22.capital,other,"Series A,Series B","Climate tech,E-commerce,Consumer","North America,Europe",simple,6-10,"financial_projections,pitch_deck",
General Atlantic 23,https://generalatlantic23.com,https://generalatlantic23.com/apply,apply@generalatlantic23.com,email,"Seed,Series A","E-commerce,Consumer,Marketplace","Europe,Global",standard,21+,"legal_documents,business_plan",Generated sample data for testing
Union Square Ventures 20,https://unionsquareventures2.co,https://unionsquareventures2.co/apply,,email,"Series B,Series A","Marketplace,Consumer,E-commerce","North America,Europe",comprehensive,1-5,"video,financial_projections",
Sequoia Capital 23,https://sequoiacapital23.io,https://sequoiacapital23.io/apply,,other,"Seed,Series B","Healthtech,B2B SaaS,AI/ML","Asia,EMEA",comprehensive,21+,"business_plan,legal_documents",
Greylock Partners 22,https://greylockpartners22.io,https://greylockpartners22.io/apply,apply@greylockpartners22.io,form,"Series B,Pre-seed","Deep tech,B2B SaaS,AI/ML","Asia,Europe",simple,1-5,"traction_data,financial_projections",Generated sample data for testing
Index Ventures 27,https://indexventures27.com,https://indexventures27.com/apply,apply@indexventures27.com,email,"Seed,Series B","Marketplace,Climate tech,Developer tools","North America,Asia",standard,11-20,"business_plan,pitch_deck",
Intel Capital 21,https://intelcapital21.io,https://intelcapital21.io/apply,apply@intelcapital21.io,form,"Series B,Series C","Marketplace,Healthtech,Developer tools","Europe,Asia",simple,11-20,"financial_projections,traction_data",Generated sample data for testing
Accel Partners 31,https://accelpartners31.capital,https://accelpartners31.capital/apply,,email,"Series C,Series B","Consumer,B2B SaaS,Fintech","Europe,Global",comprehensive,11-20,"traction_data,legal_documents",Generated sample data for testing
DST Global 22,https://dstglobal22.com,https://dstglobal22.com/apply,apply@dstglobal22.com,other,"Series C,Seed","Healthtech,B2B SaaS,Climate tech","Asia,Global",standard,11-20,"financial_projections,pitch_deck",
Lightspeed Venture Partners 24,https://lightspeedventurepar.com,https://lightspeedventurepar.com/apply,,form,"Series C,Series A","E-commerce,Climate tech,Deep tech","EMEA,Global",comprehensive,21+,"financial_projections,business_plan",Generated sample data for testing
Coatue Management 20,https://coatuemanagement20.vc,https://coatuemanagement20.vc/apply,,email,"Series C,Pre-seed","Consumer,Fintech,B2B SaaS","Global,Asia",comprehensive,1-5,"pitch_deck,legal_documents",
Accel Partners 32,https://accelpartners32.co,https://accelpartners32.co/apply,apply@accelpartners32.co,other,"Series A,Seed","B2B SaaS,Consumer,Web3","Europe,Global",simple,6-10,"video,pitch_deck",
Lightspeed Venture Partners 25,https://lightspeedventurepar.capital,https://lightspeedventurepar.capital/apply,,form,"Seed,Pre-seed","B2B SaaS,Gaming,Web3","Asia,Europe",comprehensive,6-10,"legal_documents,pitch_deck",Generated sample data for testing
Index Ventures 28,https://indexventures28.co,https://indexventures28.co/apply,apply@indexventures28.co,other,"Seed,Series B","E-commerce,B2B SaaS,Developer tools","Europe,North America",simple,11-20,"video,business_plan",Generated sample data for testing
Tiger Global Management 26,https://tigerglobalmanagemen.co,https://tigerglobalmanagemen.co/apply,apply@tigerglobalmanagemen.co,other,"Seed,Pre-seed","B2B SaaS,E-commerce,Healthtech","North America,Europe",standard,21+,"business_plan,pitch_deck",
Bessemer Venture Partners 23,https://bessemerventurepartn.capital,https://bessemerventurepartn.capital/apply,,email,"Seed,Series A","Web3,E-commerce,AI/ML","North America,Global",simple,21+,"video,pitch_deck",Generated sample data for testing
KKR & Co 24,https://kkrco24.com,https://kkrco24.com/apply,,form,"Seed,Series C","E-commerce,Fintech,Consumer","North America,Europe",comprehensive,1-5,"pitch_deck,traction_data",
